11	a	ban	on	late-term	abortions	at1	nn1	ii	jj	nn2
19	a	long	way	from	its	at1	jj	nn1	ii	appge
8	a	long	way	from	making	at1	jj	nn1	ii	vvg
6	a	long	way	from	New	at1	jj	nn1	ii	np1
5	a	long	way	from	our	at1	jj	nn1	ii	appge
5	a	long	way	from	saying	at1	jj	nn1	ii	vvg
30	a	long	way	from	that	at1	jj	nn1	ii	dd1
266	a	long	way	from	the	at1	jj	nn1	ii	at
12	a	long	way	from	their	at1	jj	nn1	ii	appge
5	a	long	way	from	there	at1	jj	nn1	ii	rl
8	a	long	way	from	those	at1	jj	nn1	ii	dd2
6	a	long	way	from	what	at1	jj	nn1	ii	ddq
27	a	long	way	from	where	at1	jj	nn1	ii	rrq
21	a	long	way	in	a	at1	jj	nn1	ii	at1
20	a	long	way	in	helping	at1	jj	nn1	ii	vvg
6	a	long	way	in	making	at1	jj	nn1	ii	vvg
7	a	long	way	in	terms	at1	jj	nn1	ii31	ii32
54	a	long	way	in	the	at1	jj	nn1	ii	at
5	a	long	way	in	this	at1	jj	nn1	ii	dd1
11	a	long	way	off	and	at1	jj	nn1	rp	cc
18	a	long	way	off	from	at1	jj	nn1	rp	ii
5	a	long	way	off	in	at1	jj	nn1	rp	ii
9	a	long	way	since	his	at1	jj	nn1	cs	appge
63	a	long	way	since	the	at1	jj	nn1	cs	at
18	a	long	way	since	then	at1	jj	nn1	ii	rt
8	a	long	way	to	be	at1	jj	nn1	to	vbi
9	a	long	way	to	come	at1	jj	nn1	to	vvi
10	a	long	way	to	explaining	at1	jj	nn1	ii	vvg
10	a	long	way	to	find	at1	jj	nn1	to	vvi
9	a	long	way	to	get	at1	jj	nn1	to	vvi
947	a	long	way	to	go	at1	jj	nn1	to	vvi
11	a	long	way	to	help	at1	jj	nn1	to	vvi
6	a	long	way	to	helping	at1	jj	nn1	ii	vvg
5	a	long	way	to	reducing	at1	jj	nn1	ii	vvg
6	a	long	way	to	run	at1	jj	nn1	to	vvi
11	a	long	way	to	see	at1	jj	nn1	to	vvi
22	a	long	way	to	the	at1	jj	nn1	ii	at
12	a	long	way	to	travel	at1	jj	nn1	to	vvi
5	a	long	way	to	walk	at1	jj	nn1	to	vvi
5	a	long	way	toward	a	at1	jj	nn1	ii	at1
7	a	long	way	toward	bringing	at1	jj	nn1	ii	vvg
5	a	long	way	toward	changing	at1	jj	nn1	ii	vvg
5	a	long	way	toward	correcting	at1	jj	nn1	ii	vvg
7	a	long	way	toward	defining	at1	jj	nn1	ii	vvg
21	a	long	way	toward	determining	at1	jj	nn1	ii	vvg
11	a	long	way	toward	easing	at1	jj	nn1	ii	vvg
5	a	long	way	toward	ending	at1	jj	nn1	ii	vvg
7	a	long	way	toward	ensuring	at1	jj	nn1	ii	vvg
11	a	long	way	toward	establishing	at1	jj	nn1	ii	vvg
53	a	long	way	toward	explaining	at1	jj	nn1	ii	vvg
10	a	long	way	toward	getting	at1	jj	nn1	ii	vvg
28	a	long	way	toward	helping	at1	jj	nn1	ii	vvg
11	a	long	way	toward	improving	at1	jj	nn1	ii	vvg
5	a	long	way	toward	improving	at1	jj	nn1	ii	jj
11	a	long	way	toward	keeping	at1	jj	nn1	ii	vvg
40	a	long	way	toward	making	at1	jj	nn1	ii	vvg
7	a	long	way	toward	preventing	at1	jj	nn1	ii	vvg
5	a	long	way	toward	protecting	at1	jj	nn1	ii	vvg
7	a	long	way	toward	reducing	at1	jj	nn1	ii	vvg
5	a	long	way	toward	removing	at1	jj	nn1	ii	vvg
12	a	long	way	toward	solving	at1	jj	nn1	ii	vvg
5	a	long	way	toward	the	at1	jj	nn1	ii	at
6	a	long	way	towards	helping	at1	jj	nn1	ii	vvg
5	a	long	way	up	the	at1	jj	nn1	ii	at
6	a	long	way	when	it	at1	jj	nn1	cs	pph1
8	a	long	way	yet	to	at1	jj	nn1	rr	to
43	a	long	ways	to	go	at1	jj	nn2	to	vvi
8	a	long	white	beard	and	at1	jj	jj	nn1	cc
14	a	long	wooden	pick	inserted	at1	jj	jj	nn1	vvn
8	a	long-standing	interest	in	the	at1	jj	nn1	ii	at
12	a	long-term	commitment	to	the	at1	jj	nn1	ii	at
6	a	long-term	contract	with	the	at1	jj	nn1	iw	at
9	a	long-term	relationship	with	a	at1	jj	nn1	iw	at1
8	a	long-term	relationship	with	the	at1	jj	nn1	iw	at
9	a	long-term	solution	to	the	at1	jj	nn1	ii	at
8	a	long-time	friend	of	the	at1	jj	nn1	io	at
6	a	long-time	member	of	the	at1	jj	nn1	io	at
5	a	long-time	supporter	of	the	at1	jj	nn1	io	at
8	a	longitudinal	study	of	the	at1	jj	nn1	io	at
6	A	longitudinal	study	of	the	at1	jj	nn1	io	at
5	a	longtime	civil	rights	activist	at1	jj	jj	nn2	nn1
9	a	longtime	contributor	to	Vegetarian	at1	jj	nn1	ii	jj
12	a	longtime	critic	of	the	at1	jj	nn1	io	at
5	a	longtime	friend	and	adviser	at1	jj	nn1	cc	nn1
6	a	longtime	friend	and	colleague	at1	jj	nn1	cc	nn1
11	a	longtime	friend	of	Mr.	at1	jj	nn1	io	nnb
24	a	longtime	friend	of	the	at1	jj	nn1	io	at
35	a	longtime	member	of	the	at1	jj	nn1	io	at
5	a	longtime	observer	of	the	at1	jj	nn1	io	at
6	a	longtime	opponent	of	the	at1	jj	nn1	io	at
6	a	longtime	resident	of	the	at1	jj	nn1	io	at
5	a	longtime	student	of	the	at1	jj	nn1	io	at
17	a	longtime	supporter	of	the	at1	jj	nn1	io	at
6	a	loose	strand	of	hair	at1	jj	nn1	io	nn1
5	a	losing	battle	against	the	at1	jj	nn1	ii	at
6	a	lost	child	in	a	at1	jj	nn1	ii	at1
6	a	lot	of	late	nights	at1	nn1	io	jj	nnt2
8	a	lot	of	liberal	Democrats	at1	nn1	io	jj	nn2
9	a	lot	of	little	kids	at1	nn1	io	jj	nn2
6	a	lot	of	little	pieces	at1	nn1	io	jj	nn2
35	a	lot	of	little	things	at1	nn1	io	jj	nn2
5	a	lot	of	long	hours	at1	nn1	io	jj	nnt2
11	a	lot	of	loose	ends	at1	nn1	io	jj	nn2
5	a	loud	clap	of	thunder	at1	jj	nn1	io	nn1
7	a	loud	knock	on	the	at1	jj	nn1	ii	at
9	a	love-hate	relationship	with	the	at1	jj	nn1	iw	at
5	a	lovely	coastline	and	plenty	at1	jj	nn1	cc	pn
15	a	lovely	view	of	the	at1	jj	nn1	io	at
5	a	loving	God	to	comfort	at1	jj	nn1	to	vvi
7	a	loving	husband	and	father	at1	jj	nn1	cc	nn1
7	a	low	alcohol	consumption	organization	at1	jj	nn1	nn1	nn1
6	a	low	branch	of	the	at1	jj	nn1	io	at
5	a	low	but	significant	relationship	at1	jj	ccb	jj	nn1
15	a	low	center	of	gravity	at1	jj	nn1	io	nn1
5	a	low	cost	of	living	at1	jj	nn1	io	nn1
5	a	low	crime	rate	and	at1	jj	nn1	nn1	cc
5	a	low	level	of	political	at1	jj	nn1	io	jj
7	a	low	level	of	the	at1	jj	nn1	io	at
7	a	low	opinion	of	the	at1	jj	nn1	io	at
14	a	low	point	in	the	at1	jj	nn1	ii	at
6	a	low	priority	in	the	at1	jj	nn1	ii	at
21	a	low	profile	in	the	at1	jj	nn1	ii	at
7	a	low	score	on	the	at1	jj	nn1	ii	at
6	a	low	tolerance	for	frustration	at1	jj	nn1	if	nn1
5	a	low	voice	to	the	at1	jj	nn1	ii	at
5	a	low-level	radioactive	waste	dump	at1	jj	jj	nn1	nn1
5	a	loyal	following	in	the	at1	jj	nn1	ii	at
9	a	loyal	member	of	the	at1	jj	nn1	io	at
8	a	lucky	man	to	have	at1	jj	nn1	to	vhi
7	a	lucky	son	of	a	at1	jj	nn1	io	at1
6	a	lucrative	contract	with	the	at1	jj	nn1	iw	at
13	a	medium	saucepan	over	low	at1	jj	nn1	ii	jj
6	a	mixer	on	low	speed	at1	nn1	ii	jj	nn1
27	a	more	level	playing	field	at1	rgr	jj	jj	nn1
6	A	more	likely	explanation	is	at1	rgr	jj	nn1	vbz
7	A	more	likely	scenario	is	at1	rgr	jj	nn1	vbz
5	a	more	limited	set	of	at1	rgr	jj	nn1	io
6	a	pair	of	light	dumbbells	at1	nn	io	jj	nn2
5	a	parent	or	legal	guardian	at1	nn1	cc	jj	nn1
10	a	path	to	legal	status	at1	nn1	ii	jj	nn1
6	a	perfectly	legitimate	way	to	at1	rr	jj	nn1	to
13	a	person	with	low	vision	at1	nn1	iw	jj	nn1
9	a	really	long	time	and	at1	rr	jj	nnt1	cc
5	a	really	long	time	to	at1	rr	jj	nnt1	to
8	a	relatively	large	amount	of	at1	rr	jj	nn1	io
36	a	relatively	large	number	of	at1	rr	jj	nn1	io
11	a	relatively	large	proportion	of	at1	rr	jj	nn1	io
11	a	relatively	long	period	of	at1	rr	jj	nn1	io
14	a	relatively	low	level	of	at1	rr	jj	nn1	io
6	a	relatively	low	percentage	of	at1	rr	jj	nn1	io
8	a	relatively	low	rate	of	at1	rr	jj	nn1	io
5	a	roasting	pan	large	enough	at1	jj	nn1	jj	rr
6	a	Saturday	Night	Live	skit	at1	npd1	nnt1	jj	nn1
15	a	saucepan	over	low	heat	at1	nn1	ii	jj	nn1
5	a	seemingly	limitless	supply	of	at1	rr	jj	nn1	io
5	a	series	of	logistic	regression	at1	nn	io	jj	nn1
5	a	series	of	low-paying	jobs	at1	nn	io	jj	nn2
11	a	shallow	dish	or	large	at1	jj	nn1	cc	jj
5	a	simmer	over	low	heat	at1	vv0	rp	jj	nn1
7	a	skillet	over	low	heat	at1	nn1	ii	jj	nn1
8	a	small	group	of	local	at1	jj	nn1	io	jj
31	a	small	liberal	arts	college	at1	jj	jj	nn2	nn1
8	a	small	liberal	arts	school	at1	jj	jj	nn2	nn1
11	a	small	number	of	large	at1	jj	nn1	io	jj
24	a	small	saucepan	over	low	at1	jj	nn1	ii	jj
8	a	special	legislative	session	to	at1	jj	jj	nnt1	to
8	a	special	live	edition	of	at1	jj	jj	nn1	io
5	a	sprained	left	ankle	and	at1	jj	jj	nn1	cc
5	a	state	or	local	government	at1	nn1	cc	jj	nn1
9	a	sufficiently	large	number	of	at1	rr	jj	nn1	io
28	a	surprisingly	large	number	of	at1	rr	jj	nn1	io
6	A	surprisingly	large	number	of	at1	rr	jj	nn1	io
14	a	very	large	amount	of	at1	rg	jj	nn1	io
5	a	very	large	fraction	of	at1	rg	jj	nn1	io
11	a	very	large	group	of	at1	rg	jj	nn1	io
103	a	very	large	number	of	at1	rg	jj	nn1	io
18	a	very	large	part	of	at1	rg	jj	nn1	io
23	a	very	large	percentage	of	at1	rg	jj	nn1	io
6	a	very	large	piece	of	at1	rg	jj	nn1	io
8	a	very	large	portion	of	at1	rg	jj	nn1	io
12	a	very	large	proportion	of	at1	rg	jj	nn1	io
8	a	very	large	role	in	at1	rg	jj	nn1	ii
5	a	very	large	share	of	at1	rg	jj	nn1	io
6	a	very	large	sum	of	at1	rg	jj	nn1	io
10	a	very	limited	amount	of	at1	rg	jj	nn1	io
30	a	very	limited	number	of	at1	rg	jj	nn1	io
6	a	very	limited	set	of	at1	rg	jj	nn1	io
7	a	very	long	day	for	at1	rg	jj	nnt1	if
6	a	very	long	history	in	at1	rg	jj	nn1	ii
9	a	very	long	list	of	at1	rg	jj	nn1	io
5	a	very	long	night	for	at1	rg	jj	nnt1	if
40	a	very	long	period	of	at1	rg	jj	nn1	io
48	a	very	long	time	ago	at1	rg	jj	nnt1	ra
8	A	very	long	time	ago	at1	rg	jj	nnt1	ra
37	a	very	long	time	and	at1	rg	jj	nnt1	cc
14	a	very	long	time	before	at1	rg	jj	nnt1	cs
12	a	very	long	time	before	at1	rg	jj	nnt1	ii
17	a	very	long	time	for	at1	rg	jj	nnt1	if
15	a	very	long	time	in	at1	rg	jj	nnt1	ii
6	a	very	long	time	indeed	at1	rg	jj	nnt1	rr
11	a	very	long	time	now	at1	rg	jj	nnt1	rt
20	a	very	long	time	since	at1	rg	jj	nnt1	cs
7	a	very	long	time	that	at1	rg	jj	nnt1	cst
62	a	very	long	time	to	at1	rg	jj	nnt1	to
5	a	very	long	tradition	of	at1	rg	jj	nn1	io
15	a	very	long	way	from	at1	rg	jj	nn1	ii
5	a	very	long	way	in	at1	rg	jj	nn1	ii
25	a	very	long	way	to	at1	rg	jj	nn1	to
9	a	very	low	incidence	of	at1	rg	jj	nn1	io
14	a	very	low	level	of	at1	rg	jj	nn1	io
6	a	very	low	opinion	of	at1	rg	jj	nn1	io
11	a	very	low	percentage	of	at1	rg	jj	nn1	io
7	a	very	low	rate	of	at1	rg	jj	nn1	io
5	a	very	low	risk	of	at1	rg	jj	nn1	io
5	a	whole	bunch	of	little	at1	jj	nn1	io	jj
6	a	wok	or	large	frying	at1	nn1	cc	jj	nn1
7	a	wok	or	large	skillet	at1	nn1	cc	jj	nn1
5	A	wonderful	legal	process	has	at1	jj	jj	nn1	vhz
10	a	world	of	limited	resources	at1	nn1	io	jj	nn2
7	a	year	in	lost	productivity	at1	nnt1	ii	jj	nn1
5	a	year	of	legal	wrangling	at1	nnt1	io	jj	nn1
6	a	yellow	legal	pad	and	at1	jj	jj	nn1	cc
9	a	young	woman	with	long	at1	jj	nn1	iw	jj
8	ABC	legal	correspondent	Cynthia	McFadden	np1	jj	nn1	np1	np1
5	ABC	News	legal	affairs	correspondent	np1	nn1	jj	nn2	nn1
5	ABC	News	legal	analyst	Jeffrey	np1	nn1	jj	nn1	np1
5	ABC	News	legal	correspondent	Cynthia	np1	nn1	jj	nn1	np1
5	about	a	large	number	of	ii	at1	jj	nn1	io
5	about	a	little	bit	about	ii	at1	jj	nn1	ii
12	about	a	little	boy	who	ii	at1	jj	nn1	pnqs
9	about	a	little	girl	who	ii	at1	jj	nn1	pnqs
5	about	a	long	time	ago	ii	at1	jj	nnt1	ra
25	about	for	a	long	time	ii	if	at1	jj	nnt1
10	about	for	a	long	time	rp	if	at1	jj	nnt1
5	about	in	a	long	time	ii	ii	at1	jj	nnt1
37	about	it	a	little	bit	ii	pph1	at1	jj	nn1
5	about	it	a	long	time	ii	pph1	at1	jj	nnt1
7	about	local	stage	news	Sundays	ii	jj	nn1	nn1	npd2
53	about	that	a	little	bit	ii	cst	at1	jj	nn1
8	about	that	a	little	bit	rp	cst	at1	jj	nn1
12	about	the	large	number	of	ii	at	jj	nn1	io
7	about	the	legal	implications	of	ii	at	jj	nn2	io
7	about	the	legal	status	of	ii	at	jj	nn1	io
5	about	the	little	boy	who	ii	at	jj	nn1	pnqs
5	about	the	little	girl	and	ii	at	jj	nn1	cc
5	about	the	little	girl	who	ii	at	jj	nn1	pnqs
6	about	the	long-term	consequences	of	ii	at	jj	nn2	io
6	about	the	long-term	effect	of	ii	at	jj	nn1	io
16	about	the	long-term	effects	of	ii	at	jj	nn2	io
5	about	the	long-term	future	of	ii	at	jj	nn1	io
6	about	the	long-term	health	of	ii	at	jj	nn1	io
11	about	the	long-term	impact	of	ii	at	jj	nn1	io
9	about	the	long-term	prospects	for	ii	at	jj	nn2	if
5	about	the	long-term	viability	of	ii	at	jj	nn1	io
6	about	them	a	little	bit	ii	ppho2	at1	jj	nn1
22	about	this	a	little	bit	ii	dd1	at1	jj	nn1
7	about	this	a	long	time	ii	dd1	at1	jj	nnt1
12	access	to	large	amounts	of	nn1	ii	jj	nn2	io
5	accordance	with	local	laws	and	ii32	ii33	jj	nn2	cc
5	account	for	a	large	fraction	vv0	if	at1	jj	nn1
5	Accountability	and	Lebanese	Sovereignty	Restoration	nn1	cc	jj	nn1	nn1
11	across	the	left	side	of	ii	at	jj	nn1	io
6	action	at	the	local	level	nn1	ii	at	jj	nn1
6	active	for	a	long	time	jj	if	at1	jj	nnt1
9	activities	of	daily	living	subscale	nn2	io	jj	jj	nn1
7	actress	in	a	leading	role	nn1	ii	at1	jj	nn1
5	actually	a	little	bit	of	rr	at1	jj	nn1	io
6	ad	in	the	local	newspaper	nn1	ii	at	jj	nn1
15	ad	in	the	local	paper	nn1	ii	at	jj	nn1
58	add	a	little	bit	of	vvi	at1	jj	nn1	io
32	add	a	little	bit	of	vv0	at1	jj	nn1	io
6	add	a	little	bit	to	vvi	at1	jj	nn1	ii
5	add	a	little	spice	to	vvi	at1	jj	nn1	ii
7	add	a	little	water	to	vv0	at1	jj	nn1	to
8	add	just	a	little	bit	vvi	rr	at1	jj	nn1
6	added	a	little	bit	of	vvd	at1	jj	nn1	io
5	added	in	a	low	voice	vvd	ii	at1	jj	nn1
7	adding	a	little	bit	of	vvg	at1	jj	nn1	io
5	adding	a	little	water	as	vvg	at1	jj	nn1	csa
8	adds	a	little	bit	of	vvz	at1	jj	nn1	io
6	adolescents	from	the	low-risk	group	nn2	ii	at	jj	nn1
8	Advancing	Longitudinal	Drug	Abuse	Research	jj	jj	nn1	nn1	nn1
6	advantage	of	low	interest	rates	nn1	io	jj	nn1	nn2
10	advertisers	or	your	local	station	nn2	cc	appge	jj	nn1
7	affect	a	large	number	of	vvi	at1	jj	nn1	io
8	African	Americans	are	less	likely	jj	nn2	vbr	rgr	jj
19	African	Americans	are	more	likely	jj	nn2	vbr	rgr	jj
5	African	Americans	were	less	likely	jj	nn2	vbdr	rgr	jj
8	African	Americans	were	more	likely	jj	nn2	vbdr	rgr	jj
6	after	a	lengthy	battle	with	ii	at1	jj	nn1	iw
5	After	a	little	while	he	cs	at1	jj	nnt1	pphs1
21	after	a	long	battle	with	ii	at1	jj	nn1	iw
7	after	a	long	battle	with	cs	at1	jj	nn1	iw
6	after	a	long	bout	with	ii	at1	jj	nn1	iw
29	after	a	long	day	at	ii	at1	jj	nnt1	ii
14	after	a	long	day	in	ii	at1	jj	nnt1	ii
43	after	a	long	day	of	ii	at1	jj	nnt1	io
16	after	a	long	day	of	cs	at1	jj	nnt1	io
14	After	a	long	day	of	cs	at1	jj	nnt1	io
7	after	a	long	day	on	ii	at1	jj	nnt1	ii
8	After	a	long	moment	he	cs	at1	jj	nn1	pphs1
5	After	a	long	moment	of	cs	at1	jj	nn1	io
8	After	a	long	moment	she	cs	at1	jj	nn1	pphs1
6	after	a	long	night	of	ii	at1	jj	nnt1	io
5	After	a	long	pause	she	cs	at1	jj	nn1	pphs1
33	after	a	long	period	of	ii	at1	jj	nn1	io
17	After	a	long	period	of	cs	at1	jj	nn1	io
14	after	a	long	period	of	cs	at1	jj	nn1	io
7	after	a	long	series	of	ii	at1	jj	nn	io
6	after	a	long	struggle	with	ii	at1	jj	nn1	iw
6	After	a	long	time	of	cs	at1	jj	nnt1	io
5	after	a	long	time	of	ii	at1	jj	nnt1	io
6	After	a	long	while	he	cs	at1	jj	nnt1	pphs1
5	After	a	very	long	time	cs	at1	rg	jj	nnt1
8	after	such	a	long	time	cs	da	at1	jj	nnt1
8	after	your	late	local	news	ii	appge	jj	jj	nn1
8	after	your	late	local	news	ii	appge	jj	jj	nn1
7	after	your	late	local	news	cs	appge	jj	jj	nn1
7	after	your	late	local	news	cs	appge	jj	jj	nn1
30	after	your	local	news	and	ii	appge	jj	nn1	cc
6	after	your	local	news	and	cs	appge	jj	nn1	cc
8	after	your	local	news	with	ii	appge	jj	nn1	iw
21	again	for	a	long	time	rt	if	at1	jj	nnt1
5	again	in	the	late	afternoon	rt	ii	at	jj	nnt1
5	against	state	and	local	governments	ii	nn1	cc	jj	nn2
5	agency	without	proper	legal	authority	nn1	iw	jj	jj	nn1
8	ahead	in	the	long	run	rl	ii	at	jj	nn1
11	air	for	a	long	time	nn1	if	at1	jj	nnt1
6	albeit	to	a	lesser	degree	cs	ii	at1	jj	nn1
8	albeit	to	a	lesser	extent	cs	ii	at1	jj	nn1
5	alcohol	consumption	and	low	alcohol	nn1	nn1	cc	jj	nn1
8	all	a	long	time	ago	db	at1	jj	nnt1	ra
6	all	for	a	long	time	db	if	at1	jj	nnt1
8	all	happened	a	long	time	db	vvd	at1	jj	nnt1
6	all	have	a	little	bit	db	vh0	at1	jj	nn1
5	all	in	their	late	teens	db	ii	appge	jj	nn2
6	all	legitimate	claims	are	paid	db	jj	nn2	vbr	vvn
6	all	new	state	and	local	db	jj	nn1	cc	jj
17	all	the	little	things	that	db	at	jj	nn2	cst
5	along	in	a	long	time	rp	ii	at1	jj	nnt1
5	along	the	leading	edge	of	ii	at	jj	nn1	io
5	along	the	left	edge	of	ii	at	jj	nn1	io
16	along	the	left	side	of	ii	at	jj	nn1	io
6	along	the	long	axis	of	ii	at	jj	nn1	io
5	already	come	a	long	way	rr	vvn	at1	jj	nn1
7	already	gone	a	long	way	rr	vvn	at1	jj	nn1
6	also	a	large	number	of	rr	at1	jj	nn1	io
19	also	a	little	bit	of	rr	at1	jj	nn1	io
5	also	a	long	way	from	rr	at1	jj	nn1	ii
12	also	go	a	long	way	rr	vvi	at1	jj	nn1
5	also	goes	a	long	way	rr	vvz	at1	jj	nn1
6	also	has	a	long	history	rr	vhz	at1	jj	nn1
6	also	have	a	long	history	rr	vh0	at1	jj	nn1
6	also	join	the	live	chat	rr	vvi	at	jj	nn1
15	always	a	little	bit	of	rr	at1	jj	nn1	io
5	always	had	a	love-hate	relationship	rr	vhn	at1	jj	nn1
5	am	a	long	way	from	vbm	at1	jj	nn1	ii
6	ambulance	to	a	local	hospital	nn1	ii	at1	jj	nn1
6	America	for	a	long	time	np1	if	at1	jj	nnt1
5	America	has	a	long	history	np1	vhz	at1	jj	nn1
5	America	in	the	long	run	np1	ii	at	jj	nn1
5	American	countries	in	the	late	jj	nn2	ii	at	jj
25	American	Legal	Defense	and	Education	jj	jj	nn1	cc	nn1
16	American	Legal	Defense	and	Educational	jj	jj	nn1	cc	jj
10	among	a	large	group	of	ii	at1	jj	nn1	io
8	among	a	large	number	of	ii	at1	jj	nn1	io
6	among	a	long	list	of	ii	at1	jj	nn1	io
6	amyotrophic	lateral	sclerosis	or	ALS	jj	jj	nn1	cc	np2
7	an	area	of	low	pressure	at1	nn1	io	jj	nn1
5	an	assisted	living	facility	in	at1	jj	jj	nn1	ii
6	an	attempted	lewd	act	on	at1	jj	jj	nn1	ii
6	an	attempted	lewd	act	upon	at1	jj	jj	nn1	ii
12	an	awful	long	time	to	at1	jj	jj	nnt1	to
6	an	awfully	long	time	for	at1	rr	jj	nnt1	if
10	an	awfully	long	time	to	at1	rr	jj	nnt1	to
5	an	awfully	long	way	to	at1	rr	jj	nn1	to
5	an	electric	mixer	at	low	at1	jj	nn1	ii	jj
10	an	electric	mixer	on	low	at1	jj	nn1	ii	jj
14	an	electric	mixer	until	light	at1	jj	nn1	cs	jj
7	an	increasingly	large	number	of	at1	rr	jj	nn1	io
34	an	unusually	large	number	of	at1	rr	jj	nn1	io
14	and	a	large	amount	of	cc	at1	jj	nn1	io
5	and	a	large	chunk	of	cc	at1	jj	nn1	io
6	and	a	large	dose	of	cc	at1	jj	nn1	io
14	and	a	large	group	of	cc	at1	jj	nn1	io
7	and	a	large	majority	of	cc	at1	jj	nn1	io
80	and	a	large	number	of	cc	at1	jj	nn1	io
22	and	a	large	part	of	cc	at1	jj	nn1	io
9	And	a	large	part	of	cc	at1	jj	nn1	io
16	and	a	large	percentage	of	cc	at1	jj	nn1	io
5	and	a	large	piece	of	cc	at1	jj	nn1	io
22	and	a	large	portion	of	cc	at1	jj	nn1	io
11	and	a	large	proportion	of	cc	at1	jj	nn1	io
5	and	a	large	quantity	of	cc	at1	jj	nn1	io
6	and	a	large	segment	of	cc	at1	jj	nn1	io
7	and	a	large	supply	of	cc	at1	jj	nn1	io
5	and	a	large	swath	of	cc	at1	jj	nn1	io
10	and	a	leading	advocate	of	cc	at1	jj	nn1	io
14	and	a	leading	authority	on	cc	at1	jj	nn1	ii
8	and	a	leading	expert	on	cc	at1	jj	nn1	ii
8	and	a	leading	figure	in	cc	at1	jj	nn1	ii
6	and	a	leading	member	of	cc	at1	jj	nn1	io
7	and	a	leading	proponent	of	cc	at1	jj	nn1	io
6	and	a	leading	researcher	in	cc	at1	jj	nn1	ii
8	and	a	leading	researcher	on	cc	at1	jj	nn1	ii
5	and	a	light	dumbbell	in	cc	at1	jj	nn1	ii
7	and	a	like	number	of	cc	at1	jj	nn1	io
5	and	a	limited	amount	of	cc	at1	jj	nn1	io
19	and	a	limited	number	of	cc	at1	jj	nn1	io
12	and	a	little	bit	about	cc	at1	jj	nn1	ii
22	And	a	little	bit	later	cc	at1	jj	nn1	rrr
226	and	a	little	bit	of	cc	at1	jj	nn1	io
33	And	a	little	bit	of	cc	at1	jj	nn1	io
8	and	a	little	bit	on	cc	at1	jj	nn1	ii
5	and	a	little	bit	there	cc	at1	jj	nn1	rl
5	and	a	little	brown	sugar	cc	at1	jj	jj	nn1
9	and	a	little	help	from	cc	at1	jj	nn1	ii
8	and	a	little	olive	oil	cc	at1	jj	jj	nn1
8	and	a	little	piece	of	cc	at1	jj	nn1	io
6	and	a	little	salt	and	cc	at1	jj	nn1	cc
7	and	a	little	while	later	cc	at1	jj	nnt1	rrr
13	and	a	long	history	of	cc	at1	jj	nn1	io
13	and	a	long	line	of	cc	at1	jj	nn1	io
42	and	a	long	list	of	cc	at1	jj	nn1	io
5	and	a	long	time	ago	cc	at1	jj	nnt1	ra
6	and	a	long	tradition	of	cc	at1	jj	nn1	io
13	and	a	long	way	from	cc	at1	jj	nn1	ii
6	and	a	long	way	to	cc	at1	jj	nn1	to
7	and	a	longtime	contributor	to	cc	at1	jj	nn1	ii
10	and	a	longtime	critic	of	cc	at1	jj	nn1	io
6	and	a	longtime	family	friend	cc	at1	jj	nn1	nn1
21	and	a	longtime	friend	of	cc	at1	jj	nn1	io
10	and	a	longtime	member	of	cc	at1	jj	nn1	io
8	and	a	longtime	observer	of	cc	at1	jj	nn1	io
11	and	a	low	level	of	cc	at1	jj	nn1	io
5	and	a	low	score	on	cc	at1	jj	nn1	ii
5	and	a	low	standard	of	cc	at1	jj	nn1	io
6	and	add	a	little	bit	cc	vv0	at1	jj	nn1
11	and	after	a	little	while	cc	ii	at1	jj	nnt1
7	and	after	a	long	moment	cc	ii	at1	jj	nn1
6	and	also	a	little	bit	cc	rr	at1	jj	nn1
8	and	at	the	local	level	cc	ii	at	jj	nn1
11	and	beat	at	low	speed	cc	vvd	ii	jj	nn1
7	and	beat	on	low	speed	cc	vvd	ii	jj	nn1
74	and	cook	over	low	heat	cc	vv0	rp	jj	nn1
6	and	dark	green	leafy	vegetables	cc	jj	jj	jj	nn2
5	and	did	a	little	dance	cc	vdd	at1	jj	nn1
5	and	down	the	long	corridor	cc	ii	at	jj	nn1
5	and	drug-free	solutions	for	leaky	cc	jj	nn2	if	jj
5	and	even	a	little	bit	cc	rr	at1	jj	nn1
5	and	every	living	thing	that	cc	at1	jj	nn1	cst
13	and	for	a	little	while	cc	if	at1	jj	nnt1
15	and	for	a	long	moment	cc	if	at1	jj	nn1
122	and	for	a	long	time	cc	if	at1	jj	nnt1
37	And	for	a	long	time	cc	if	at1	jj	nnt1
11	and	for	a	long	while	cc	if	at1	jj	nnt1
6	and	for	their	loved	ones	cc	if	appge	jj	nn2
6	and	frequency	of	lateral	transfer	cc	nn1	io	jj	nn1
6	and	gay	and	lesbian	families	cc	jj	cc	jj	nn2
5	and	gay	and	lesbian	people	cc	jj	cc	jj	nn
8	and	go	a	long	way	cc	vv0	at1	jj	nn1
8	and	has	a	long	history	cc	vhz	at1	jj	nn1
5	and	have	a	little	bit	cc	vh0	at1	jj	nn1
12	and	have	a	little	fun	cc	vh0	at1	jj	nn1
7	and	have	a	little	fun	cc	vhi	at1	jj	nn1
12	and	in	a	little	while	cc	ii	at1	jj	nnt1
5	and	in	a	low	voice	cc	ii	at1	jj	nn1
11	and	in	the	late	afternoon	cc	ii	at	jj	nnt1
43	and	in	the	long	run	cc	ii	at	jj	nn1
