5	a	bacterial	or	viral	infection	at1	jj	cc	jj	nn1
5	Biological	Studies	in	La	Jolla	jj	nn2	ii	np1	np1
5	biological	weapons	as	well	as	jj	nn2	ii31	ii32	ii33
10	biological	weapons	of	mass	destruction	jj	nn2	io	jj	nn1
7	biomedical	consultant	and	health	educator	jj	nn1	cc	nn1	nn1
6	Biomedical	Research	in	San	Antonio	jj	nn1	ii	np1	np1
5	biotic	response	to	climate	change	jj	nn1	ii	nn1	nn1
6	bipartisan	leaders	and	I	have	jj	nn2	cc	ppis1	vh0
9	bird	with	a	broken	wing	nn1	iw	at1	jj	nn1
8	bisexual	behavior	in	relation	to	jj	nn1	ii31	ii32	ii33
9	bisexual	women	who	are	TTC	jj	nn2	pnqs	vbr	np1
5	bit	of	a	bad	rap	nn1	io	at1	jj	nn1
5	bit	of	a	blank	slate	nn1	io	at1	jj	nn1
5	bitter	taste	in	his	mouth	jj	nn1	ii	appge	nn1
8	bitter	taste	in	my	mouth	jj	nn1	ii	appge	nn1
8	Bituminous	Coal	Ass'n	v.	DeBenedictis	jj	nn1	nn1	ii	np1
5	Black	actor	to	win	an	jj	nn1	to	vvi	at1
5	Black	Americans	at	the	pinnacle	jj	nn2	ii	at	nn1
6	Black	and	Latino	high	school	jj	cc	np1	jj	nn1
9	black	and	white	charcoal	on	jj	cc	jj	nn1	ii
5	black	and	white	elderly	people	jj	cc	jj	jj	nn
8	black	and	white	image	of	jj	cc	jj	nn1	io
15	black	and	white	photo	of	jj	cc	jj	nn1	io
8	black	and	white	photograph	of	jj	cc	jj	nn1	io
9	black	and	white	photographs	of	jj	cc	jj	nn2	io
12	black	and	white	photos	of	jj	cc	jj	nn2	io
9	black	and	white	picture	of	jj	cc	jj	nn1	io
6	black	and	white	pictures	of	jj	cc	jj	nn2	io
8	Black	and	White	racial	groups	jj	cc	jj	jj	nn2
8	Black	and	White	student	groups	jj	cc	jj	nn1	nn2
7	Black	and	White	students	did	jj	cc	jj	nn2	vdd
7	Black	and	White	students	in	jj	cc	jj	nn2	ii
5	Black	and	White	students	were	jj	cc	jj	nn2	vbdr
11	black	belt	in	tae	kwon	jj	nn1	rp	xx	nn1
8	black	carbon	and	ozone	precursor	jj	nn1	cc	nn1	nn1
7	black	carbon	and	ozone	precursors	jj	nn1	cc	nn1	nn2
7	black	chairman	of	the	Joint	jj	nn1	io	at	jj
5	black	children	are	born	to	jj	nn2	vbr	vvn	ii
5	Black	Children	in	a	Race-Conscious	jj	nn2	ii	at1	jj
11	black	churches	in	the	South	jj	nn2	ii	at	nd1
5	Black	Coda	and	his	gang	jj	nn1	cc	appge	nn1
6	black	colleges	and	universities	and	jj	nn2	cc	nn2	cc
5	black	colleges	and	universities	have	jj	nn2	cc	nn2	vh0
10	black	dress	not	look	boring	jj	nn1	xx	vv0	jj
10	black	dress	not	look	boring	jj	nn1	xx	vv0	jj
6	Black	Engineer	of	the	Year	jj	nn1	io	at	nnt1
5	BLACK	ENTERPRISE	Board	of	Economists	jj	nn1	nn1	io	nn2
7	Black	Family	in	Slavery	and	jj	nn1	ii	nn1	cc
6	black	gay	men	with	AIDS	jj	jj	nn2	iw	nn2
6	black	gurrls	and	little	black	jj	nn2	cc	rr	jj
6	black	gurrls	and	little	black	jj	nn2	cc	rr	jj
5	black	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
5	black	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
5	black	hair	and	brown	eyes	jj	nn1	cc	jj	nn2
5	black	hair	and	brown	eyes	jj	nn1	cc	jj	nn2
9	black	hair	and	dark	eyes	jj	nn1	cc	jj	nn2
5	black	hair	down	to	his	jj	nn1	rp	ii	appge
6	black	hair	in	a	ponytail	jj	nn1	ii	at1	nn1
6	black	hair	out	of	his	jj	nn1	ii21	ii22	appge
5	black	hair	pulled	back	in	jj	nn1	vvd	rp	ii
5	black	hair	streaked	with	gray	jj	nn1	vvn	iw	jj
5	black	hair	was	pulled	back	jj	nn1	vbdz	vvn	rp
5	black	hair	was	tied	back	jj	nn1	vbdz	vvn	rp
5	black	head	coaches	in	the	jj	nn1	nn2	ii	at
5	Black	History	Month	in	February	jj	nn1	nnt1	ii	npm1
7	black	hole	at	its	center	jj	nn1	ii	appge	nn1
16	black	hole	at	the	center	jj	nn1	ii	at	nn1
9	black	hole	at	the	galaxy	jj	nn1	ii	at	nn1
5	black	hole	at	the	heart	jj	nn1	ii	at	nn1
9	black	hole	in	the	center	jj	nn1	ii	at	nn1
5	black	hole	with	a	mass	jj	nn1	iw	at1	nn1
5	black	holes	at	the	center	jj	nn2	ii	at	nn1
8	black	holes	at	the	centers	jj	nn2	ii	at	nn2
5	black	holes	or	neutron	stars	jj	nn2	cc	nn1	nn2
11	Black	Issues	in	Higher	Education	jj	nn2	ii	jjr	nn1
16	black	jeans	and	a	black	jj	nn2	cc	at1	jj
16	black	jeans	and	a	black	jj	nn2	cc	at1	jj
5	black	kids	and	white	kids	jj	nn2	cc	jj	nn2
6	black	leather	jacket	and	a	jj	nn1	nn1	cc	at1
6	black	leather	jacket	and	black	jj	nn1	nn1	cc	jj
6	black	leather	jacket	and	black	jj	nn1	nn1	cc	jj
8	Black	Love	Signs	and	Black	jj	nn1	nn2	cc	jj
8	Black	Love	Signs	and	Black	jj	nn1	nn2	cc	jj
15	black	man	and	a	white	jj	nn1	cc	at1	jj
11	black	man	in	a	white	jj	nn1	ii	at1	jj
9	black	man	in	his	late	jj	nn1	ii	appge	jj
8	black	man	in	the	White	jj	nn1	ii	at	np1
5	black	man	in	this	country	jj	nn1	ii	dd1	nn1
7	black	man	living	in	a	jj	nn1	vvg	ii	at1
6	black	man	who	had	been	jj	nn1	pnqs	vhd	vbn
5	black	mark	on	his	record	jj	nn1	ii	appge	nn1
6	black	market	in	foreign	exchange	jj	nn1	ii	jj	nn1
12	Black	men	and	Black	women	jj	nn2	cc	jj	nn2
12	Black	men	and	Black	women	jj	nn2	cc	jj	nn2
6	black	men	and	black	women	jj	nn2	cc	jj	nn2
6	black	men	and	black	women	jj	nn2	cc	jj	nn2
6	black	men	and	white	men	jj	nn2	cc	jj	nn2
7	black	men	and	white	women	jj	nn2	cc	jj	nn2
5	black	men	and	women	and	jj	nn2	cc	nn2	cc
9	black	men	and	women	are	jj	nn2	cc	nn2	vbr
6	Black	men	and	women	are	jj	nn2	cc	nn2	vbr
5	black	men	and	women	had	jj	nn2	cc	nn2	vhd
5	black	men	and	women	have	jj	nn2	cc	nn2	vh0
7	black	men	and	women	in	jj	nn2	cc	nn2	ii
7	black	men	and	women	who	jj	nn2	cc	nn2	pnqs
6	Black	men	and	women	who	jj	nn2	cc	nn2	pnqs
5	black	men	are	in	prison	jj	nn2	vbr	ii	nn1
7	black	men	between	the	ages	jj	nn2	ii	at	nn2
5	black	men	in	this	country	jj	nn2	ii	dd1	nn1
11	black	men	who	have	sex	jj	nn2	pnqs	vh0	nn1
5	black	men	with	syphilis	were	jj	nn2	iw	nn1	vbdr
5	black	middle	class	in	the	jj	jj	nn1	ii	at
7	Black	Migration	and	How	It	jj	nn1	cc	rrq	pph1
8	black	pants	and	a	black	jj	nn2	cc	at1	jj
8	black	pants	and	a	black	jj	nn2	cc	at1	jj
5	black	pants	and	a	white	jj	nn2	cc	at1	jj
17	black	people	and	white	people	jj	nn	cc	jj	nn
7	Black	people	are	best	at	jj	nn	vbr	jjt	ii
9	black	people	as	niggers	in	jj	nn	csa	vvz	ii
5	black	people	do	n't	have	jj	nn	vd0	xx	vhi
9	black	people	in	South	Africa	jj	nn	ii	np1	np1
8	black	people	in	the	South	jj	nn	ii	at	nd1
25	black	people	in	this	country	jj	nn	ii	dd1	nn1
5	Black	People	Tend	to	Shout	jj	nn	vv0	ii	nn1
5	black	pepper	cup	chopped	flat-leaf	jj	nn1	nn1	vvd	jj
7	black	pepper	or	to	taste	jj	nn1	cc	to	vvi
6	black	pepper	Preheat	oven	to	jj	nn1	nn1	nn1	ii
8	black	pepper	to	season	both	jj	nn1	ii	nnt1	rr
10	black	pepper	to	taste	IN	jj	nn1	to	vvi	ii
5	black	pepper	to	taste	In	jj	nn1	to	vvi	ii
10	black	person	as	a	nigger	jj	nn1	ii	at1	nn1
6	black	player	in	the	American	jj	nn1	ii	at	jj
6	black	president	of	South	Africa	jj	nn1	io	np1	np1
6	black	president	of	the	United	jj	nn1	io	at	np1
25	black	sheep	of	the	family	jj	nn	io	at	nn1
5	black	smoke	rose	from	the	jj	nn1	vvd	ii	at
6	black	son	of	a	bitch	jj	nn1	io	at1	nn1
5	black	student	to	enroll	at	jj	nn1	to	vvi	ii
8	black	student	vs.	white	student	jj	nn1	ii	jj	nn1
5	black	students	from	entering	the	jj	nn2	ii	vvg	at
5	black	teacher	vs.	white	teacher	jj	nn1	ii	jj	nn1
5	black	voters	to	the	polls	jj	nn2	ii	at	nn2
9	Black	woman	to	head	a	jj	nn1	to	vvi	at1
5	Black	woman	to	hold	a	jj	nn1	to	vvi	at1
7	Black	woman	to	receive	a	jj	nn1	to	vvi	at1
8	Black	woman	to	win	an	jj	nn1	to	vvi	at1
11	blank	expression	on	his	face	jj	nn1	ii	appge	nn1
7	blank	look	on	her	face	jj	nn1	ii	appge	nn1
7	blank	look	on	his	face	jj	nn1	ii	appge	nn1
13	blank	map	of	the	United	jj	nn1	io	at	np1
7	blank	sheet	of	paper	and	jj	nn1	io	nn1	cc
10	blank	spot	on	the	map	jj	nn1	ii	at	nn1
17	blind	and	visually	impaired	children	jj	cc	rr	jj	nn2
9	blind	and	visually	impaired	individuals	jj	cc	rr	jj	nn2
15	blind	and	visually	impaired	people	jj	cc	rr	jj	nn
9	blind	and	visually	impaired	persons	jj	cc	rr	jj	nn2
83	blind	and	visually	impaired	students	jj	cc	rr	jj	nn2
6	Blind	and	Visually	Impaired	Students	jj	cc	rr	jj	nn2
5	blind	date	set	up	by	jj	nn1	vvn	rp	ii
5	blind	eye	to	human	rights	jj	nn1	ii	jj	nn2
8	blind	in	her	right	eye	jj	ii	appge	jj	nn1
10	blind	in	his	left	eye	jj	ii	appge	jj	nn1
5	blind	in	his	right	eye	jj	ii	appge	jj	nn1
6	blind	men	and	the	elephant	jj	nn2	cc	at	nn1
17	blind	or	had	low	vision	jj	cc	vhd	jj	nn1
91	blind	or	have	low	vision	jj	cc	vh0	jj	nn1
9	blind	or	visually	impaired	adults	jj	cc	rr	jj	nn2
7	blind	or	visually	impaired	child	jj	cc	rr	jj	nn1
6	blind	or	visually	impaired	persons	jj	cc	rr	jj	nn2
7	blind	or	visually	impaired	student	jj	cc	rr	jj	nn1
5	blind	or	visually	impaired	students	jj	cc	rr	jj	nn2
5	blind	spot	when	it	comes	jj	nn1	cs	pph1	vvz
5	blocked	punt	for	a	touchdown	jj	nn1	if	at1	nn1
49	blond	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
49	blond	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
6	blond	hair	and	green	eyes	jj	nn1	cc	jj	nn2
7	blond	hair	pulled	back	in	jj	nn1	vvd	rp	ii
5	blond	hair	was	pulled	back	jj	nn1	vbdz	vvn	rp
10	blonde	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
10	blonde	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
5	blonde	hair	pulled	back	in	jj	nn1	vvd	rp	ii
7	bloody	glove	found	at	the	jj	nn1	vvn	ii	at
7	bloody	independence	war	against	Russia	jj	nn1	nn1	ii	np1
6	blue	collar	and	white	collar	jj	nn1	cc	jj	nn1
14	Blue	Cross	and	Blue	Shield	jj	nn1	cc	jj	nn1
14	Blue	Cross	and	Blue	Shield	jj	nn1	cc	jj	nn1
5	Blue	Cross	Blue	Shield	of	jj	nn1	jj	nn1	io
5	Blue	Cross	Blue	Shield	of	jj	nn1	jj	nn1	io
8	blue	enamel	and	sixy-seven	pearls	jj	nn1	cc	mc	nn2
9	blue	end	of	the	spectrum	jj	nn1	io	at	nn1
10	blue	eyes	and	blond	hair	jj	nn2	cc	jj	nn1
10	blue	eyes	and	blond	hair	jj	nn2	cc	jj	nn1
5	blue	eyes	and	dark	hair	jj	nn2	cc	jj	nn1
5	blue	eyes	and	red	hair	jj	nn2	cc	jj	nn1
5	blue	glow	of	the	TV	jj	nn1	io	at	nn1
6	blue	jeans	and	a	black	jj	nn2	cc	at1	jj
6	blue	jeans	and	a	black	jj	nn2	cc	at1	jj
5	blue	jeans	and	a	red	jj	nn2	cc	at1	jj
7	blue	jeans	and	a	T-shirt	jj	nn2	cc	at1	nn1
13	blue	jeans	and	a	white	jj	nn2	cc	at1	jj
6	blue	jeans	and	cowboy	boots	jj	nn2	cc	nn1	nn2
8	Blue	Ribbon	Task	Force	on	jj	nn1	nn1	nn1	ii
5	blue	wall	of	silence	is	jj	nn1	io	nn1	vbz
6	blue-striped	sky	and	greenblue	sea	jj	nn1	cc	vv0	nn1
5	blunt	trauma	to	the	head	jj	nn1	ii	at	nn1
6	Bodily	Distinctness	View	and	the	jj	nn1	nn1	cc	at
5	bodily	injury	and	property	damage	jj	nn1	cc	nn1	nn1
6	bodily	or	mental	harm	to	jj	cc	jj	nn1	ii
9	boiling	salted	water	according	to	jj	jj	nn1	ii21	ii22
6	boiling	salted	water	until	al	jj	jj	nn1	cs	rr21
5	boiling	salted	water	until	tender	jj	jj	nn1	cs	jj
8	boiling	water	according	to	package	jj	nn1	ii21	ii22	nn1
6	boiling	water	and	cook	according	jj	nn1	cc	vv0	ii21
9	boiling	water	and	cook	for	jj	nn1	cc	vv0	if
15	boiling	water	and	cook	until	jj	nn1	cc	vv0	cs
5	boiling	water	and	let	stand	jj	nn1	cc	vv0	nn1
7	boiling	water	for	a	few	jj	nn1	if	at1	da2
5	boiling	water	just	until	tender	jj	nn1	rr	cs	jj
5	boiling	water	over	tea	bags	jj	nn1	ii	nn1	nn2
5	boiling	water	to	cover	for	jj	nn1	to	vvi	if
7	boiling	water	to	cover	in	jj	nn1	to	vvi	ii
7	boiling	water	until	just	tender	jj	nn1	cs	rr	jj
6	Born	on	a	Blue	Day	vvn	ii	at1	jj	nnt1
5	Bosnian	Ambassador	to	the	U.N.	jj	nn1	ii	at	np1
5	Bosnian	capital	of	Sarajevo	today	jj	nn1	io	np1	rt
5	Bosnian	Muslims	and	Bosnian	Croats	jj	nn2	cc	jj	nn2
5	Bosnian	Muslims	and	Bosnian	Croats	jj	nn2	cc	jj	nn2
7	Botanical	Garden	in	St.	Louis	jj	nn1	ii	np1	np1
7	Botanical	Garden	in	the	Bronx	jj	nn1	ii	at	np1
5	both	black	and	white	people	rr	jj	cc	jj	nn
9	both	Black	and	White	students	rr	jj	cc	jj	nn2
7	both	black	and	white	students	rr	jj	cc	jj	nn2
6	both	good	and	bad	news	rr	jj	cc	jj	nn1
11	both	good	news	and	bad	rr	jj	nn1	cc	jj
5	bottom	edge	of	the	oklad	jj	nn1	io	at	nn1
6	bottom	end	of	the	economic	jj	nn1	io	at	jj
6	bottom	half	of	his	face	jj	nn1	io	appge	nn1
5	bottom	half	of	the	income	jj	nn1	io	at	nn1
7	bottom	left	corner	of	the	jj	jj	nn1	io	at
11	bottom	line	for	me	is	jj	nn1	if	ppio1	vbz
27	bottom	line	here	is	that	jj	nn1	rl	vbz	cst
5	bottom	line	here	is	that	jj	nn1	rl	vbz	dd1
6	bottom	line	here	is	the	jj	nn1	rl	vbz	at
6	bottom	line	in	all	of	jj	nn1	ii	db	io
7	bottom	line	in	all	this	jj	nn1	ii	db	dd1
5	bottom	line	is	going	to	jj	nn1	vbz	vvgk	to
8	bottom	line	is	I	do	jj	nn1	vbz	ppis1	vd0
5	bottom	line	is	I	think	jj	nn1	vbz	ppis1	vv0
10	bottom	line	is	if	you	jj	nn1	vbz	cs	ppy
8	bottom	line	is	that	a	jj	nn1	vbz	cst	at1
9	bottom	line	is	that	all	jj	nn1	vbz	cst	db
6	bottom	line	is	that	every	jj	nn1	vbz	cst	at1
6	bottom	line	is	that	for	jj	nn1	vbz	cst	if
9	bottom	line	is	that	he	jj	nn1	vbz	cst	pphs1
17	bottom	line	is	that	I	jj	nn1	vbz	cst	ppis1
16	bottom	line	is	that	if	jj	nn1	vbz	cst	cs
25	bottom	line	is	that	it	jj	nn1	vbz	cst	pph1
5	bottom	line	is	that	most	jj	nn1	vbz	cst	dat
9	bottom	line	is	that	people	jj	nn1	vbz	cst	nn
6	bottom	line	is	that	she	jj	nn1	vbz	cst	pphs1
96	bottom	line	is	that	the	jj	nn1	vbz	cst	at
21	bottom	line	is	that	there	jj	nn1	vbz	cst	ex
9	bottom	line	is	that	these	jj	nn1	vbz	cst	dd2
15	bottom	line	is	that	they	jj	nn1	vbz	cst	pphs2
13	bottom	line	is	that	this	jj	nn1	vbz	cst	dd1
51	bottom	line	is	that	we	jj	nn1	vbz	cst	ppis2
5	bottom	line	is	that	when	jj	nn1	vbz	cst	cs
26	bottom	line	is	that	you	jj	nn1	vbz	cst	ppy
9	bottom	line	is	the	same	jj	nn1	vbz	at	da
5	bottom	line	is	there	are	jj	nn1	vbz	ex	vbr
5	bottom	line	is	there	is	jj	nn1	vbz	ex	vbz
9	bottom	line	is	this	is	jj	nn1	vbz	dd1	vbz
5	bottom	line	is	we	do	jj	nn1	vbz	ppis2	vd0
13	bottom	line	is	we	have	jj	nn1	vbz	ppis2	vh0
5	bottom	line	is	we	want	jj	nn1	vbz	ppis2	vv0
9	bottom	line	is	you	have	jj	nn1	vbz	ppy	vh0
7	bottom	line	of	it	is	jj	nn1	io	pph1	vbz
7	bottom	line	seems	to	be	jj	nn1	vvz	to	vbi
5	bottom	line	was	that	he	jj	nn1	vbdz	cst	pphs1
5	bottom	line	was	that	the	jj	nn1	vbdz	cst	at
5	bottom	rack	of	oven	to	jj	nn1	io	nn1	to
9	bottom	right	corner	of	the	jj	jj	nn1	io	at
7	bottom	rung	of	the	ladder	jj	nn1	io	at	nn1
6	bottom	rungs	of	the	economic	jj	nn2	io	at	jj
5	bought	on	the	black	market	vvn	ii	at	jj	nn1
9	braided	hair	on	the	reverse	jj	nn1	ii	at	nn1
12	brave	men	and	women	in	jj	nn2	cc	nn2	ii
7	brave	men	and	women	of	jj	nn2	cc	nn2	io
25	brave	men	and	women	who	jj	nn2	cc	nn2	pnqs
5	Brave	New	World	of	Business	jj	jj	nn1	io	nn1
6	brave	new	world	of	the	jj	jj	nn1	io	at
7	brave	young	men	and	women	jj	jj	nn2	cc	nn2
5	break	the	bad	habit	of	vvi	at	jj	nn1	io
5	break	the	bad	news	to	vvi	at	jj	nn1	ii
5	break	the	bad	news	to	vv0	at	jj	nn1	ii
6	Breakdown	of	the	Bicameral	Mind	nn1	io	at	jj	nn1
5	breakdown	of	the	black	family	nn1	io	at	jj	nn1
5	brief	description	of	each	of	jj	nn1	io	dd1	io
10	brief	look	at	some	of	jj	nn1	ii	dd	io
6	brief	moment	in	the	sun	jj	nn1	ii	at	nn1
6	brief	period	of	time	and	jj	nn1	io	nnt1	cc
5	brief	review	of	some	of	jj	nn1	io	dd	io
16	brief	review	of	the	literature	jj	nn1	io	at	nn1
31	brief	typed	article	to	the	jj	jj	nn1	ii	at
7	Brief	Wondrous	Life	of	Oscar	jj	jj	nn1	io	np1
5	Brigance	Comprehensive	Inventory	of	Basic	np1	jj	nn1	io	jj
7	bright	blue	eyes	and	a	jj	jj	nn2	cc	at1
7	bright	blue	eyes	and	a	jj	jj	nn2	cc	at1
6	bright	smile	on	her	face	jj	nn1	ii	appge	nn1
7	bright	spot	in	an	otherwise	jj	nn1	ii	at1	rr
5	bright	young	men	and	women	jj	jj	nn2	cc	nn2
7	bring	me	no	bad	news	vvi	ppio1	at	jj	nn1
5	British	administration	center	in	east	jj	nn1	nn1	ii	nd1
8	British	ambassador	to	the	United	jj	nn1	ii	at	np1
6	British	and	Irish	governments	warn	jj	cc	jj	nn2	vv0
9	British	and	Irish	prime	ministers	jj	cc	jj	jj	nn2
5	British	Antarctic	Survey	in	Cambridge	jj	jj	nn1	ii	np1
5	British	Association	of	Social	Workers	jj	nn1	io	jj	nn2
8	British	au	pair	Louise	Woodward	jj	nn121	nn122	np1	np1
9	British	economist	John	Maynard	Keynes	jj	nn1	np1	np1	np1
5	British	forces	in	southern	Iraq	jj	nn2	ii	jj	np1
5	British	Foreign	Office	said	today	jj	jj	nn1	vvd	rt
8	British	Foreign	Secretary	Jack	Straw	jj	nnb	nnb	np1	nn1
17	British	government	has	learned	that	jj	nn1	vhz	vvn	cst
5	British	governor	of	Hong	Kong	jj	nn1	io	np1	np1
7	British	home	secretary	Jack	Straw	jj	nn1	nn1	np1	nn1
6	British	Journal	of	Educational	Psychology	jj	nn1	io	jj	nn1
7	British	Journal	of	Social	Work	jj	nn1	io	jj	nn1
6	British	Journal	of	Visual	Impairment	jj	nn1	io	jj	nn1
8	British	medical	journal	The	Lancet	jj	jj	nn1	at	np1
5	British	nationals	in	Kuwait	were	jj	nn2	ii	np1	vbdr
11	British	Prime	Minister	David	Cameron	jj	jj	nn1	np1	np1
15	British	Prime	Minister	Gordon	Brown	jj	jj	nn1	np1	np1
19	British	Prime	Minister	John	Major	jj	jj	nn1	np1	np1
23	British	Prime	Minister	Margaret	Thatcher	jj	jj	nn1	np1	np1
121	British	Prime	Minister	Tony	Blair	jj	jj	nn1	np1	np1
11	British	prime	minister	Tony	Blair	jj	jj	nn1	np1	np1
7	British	rule	in	Northern	Ireland	jj	nn1	ii	np1	np1
6	British	secretary	of	state	for	jj	nn1	io	nn1	if
8	broad	cross	section	of	the	jj	nn1	nn1	io	at
5	broad	daylight	in	the	middle	jj	nn1	ii	at	nn1
5	broad	interpretation	of	the	free	jj	nn1	io	at	jj
5	broad	range	of	environmental	health	jj	nn1	io	jj	nn1
5	broad	range	of	issues	in	jj	nn1	io	nn2	ii
6	broad	range	of	topics	and	jj	nn1	io	nn2	cc
5	broad	sense	of	the	term	jj	nn1	io	at	nn1
6	broad	side	of	a	barn	jj	nn1	io	at1	nn1
9	broad	smile	on	his	face	jj	nn1	ii	appge	nn1
7	broke	into	a	big	grin	vvd	ii	at1	jj	nn1
6	broke	into	the	big	leagues	vvd	ii	at	jj	nn2
7	broken	bone	in	his	hand	jj	nn1	ii	appge	nn1
5	broken	bone	in	his	left	jj	nn1	ii	appge	jj
5	broken	bone	in	his	leg	jj	nn1	ii	appge	nn1
11	broken	bone	in	his	right	jj	nn1	ii	appge	jj
8	broken	poles	with	new	ones	jj	nn2	iw	jj	nn2
5	broken	ribs	and	a	punctured	jj	nn2	cc	at1	jj
11	Brothers	Big	Sisters	of	America	nn2	jj	nn2	io	np1
7	brown	dog	with	a	pink	jj	nn1	iw	at1	jj
5	brown	eyes	were	large	and	jj	nn2	vbdr	jj	cc
11	brown	fox	jumped	over	the	jj	nn1	vvd	ii	at
10	brown	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
10	brown	hair	and	blue	eyes	jj	nn1	cc	jj	nn2
12	brown	hair	and	brown	eyes	jj	nn1	cc	jj	nn2
12	brown	hair	and	brown	eyes	jj	nn1	cc	jj	nn2
5	brown	hair	and	green	eyes	jj	nn1	cc	jj	nn2
6	brown	hair	and	hazel	eyes	jj	nn1	cc	jj	nn2
5	brown	hair	behind	her	ear	jj	nn1	ii	appge	nn1
5	brown	hair	is	pulled	back	jj	nn1	vbz	vvn	rp
6	brown	hair	was	pulled	back	jj	nn1	vbdz	vvn	rp
5	brown	sugar	and	corn	syrup	jj	nn1	cc	nn1	nn1
6	brown	sugar	cup	granulated	sugar	jj	nn1	nn1	vvd	nn1
9	brown	sugar	in	a	small	jj	nn1	ii	at1	jj
5	brown	sugar	until	light	and	jj	nn1	cs	jj	cc
7	brown	well	on	all	sides	jj	nn1	ii	db	nn2
17	browned	bits	from	bottom	of	jj	nn2	ii	nn1	io
13	browned	bits	from	the	bottom	jj	nn2	ii	at	nn1
5	brutal	rape	and	murder	of	jj	nn1	cc	nn1	io
6	bulging	disk	in	his	back	jj	nn1	ii	appge	nn1
5	bumper	sticker	on	the	back	jj	nn1	ii	at	nn1
5	bumper	stickers	on	their	cars	jj	nn2	ii	appge	nn2
8	bunch	of	your	burning	beauty	nn1	io	appge	jj	nn1
5	burning	rays	of	the	sun	jj	nn2	io	at	nn1
10	Bush	and	British	Prime	Minister	np1	cc	jj	jj	nn1
8	business	in	a	big	way	nn1	ii	at1	jj	nn1
5	but	a	big	part	of	ccb	at1	jj	nn1	io
6	But	in	the	big	picture	ccb	ii	at	jj	nn1
9	But	on	the	bright	side	ccb	ii	at	jj	nn1
14	But	the	bad	news	is	ccb	at	jj	nn1	vbz
6	but	the	bad	news	is	ccb	at	jj	nn1	vbz
6	but	the	basic	idea	is	ccb	at	jj	nn1	vbz
6	But	the	basic	idea	is	ccb	at	jj	nn1	vbz
5	But	the	big	difference	is	ccb	at	jj	nn1	vbz
5	But	the	big	news	is	ccb	at	jj	nn1	vbz
6	But	the	big	problem	is	ccb	at	jj	nn1	vbz
17	But	the	big	question	is	ccb	at	jj	nn1	vbz
5	but	the	big	question	is	ccb	at	jj	nn1	vbz
7	But	the	big	thing	is	ccb	at	jj	nn1	vbz
6	But	the	bottom	line	for	ccb	at	jj	nn1	if
11	But	the	bottom	line	here	ccb	at	jj	nn1	rl
186	But	the	bottom	line	is	ccb	at	jj	nn1	vbz
115	but	the	bottom	line	is	ccb	at	jj	nn1	vbz
8	but	the	bottom	line	was	ccb	at	jj	nn1	vbdz
7	But	the	bottom	line	was	ccb	at	jj	nn1	vbdz
7	butter	and	brown	sugar	until	nn1	cc	jj	nn1	cs
6	by	a	barbed	wire	fence	ii	at1	jj	nn1	nn1
14	by	a	bipartisan	group	of	ii	at1	jj	nn1	io
5	by	a	black	man	in	ii	at1	jj	nn1	ii
5	by	a	black	man	with	ii	at1	jj	nn1	iw
6	by	a	broad	coalition	of	ii	at1	jj	nn1	io
10	by	a	broad	range	of	ii	at1	jj	nn1	io
10	by	a	broad	spectrum	of	ii	at1	jj	nn1	io
6	by	a	young	black	man	ii	at1	jj	jj	nn1
8	by	blue	enamel	and	sixy-seven	ii	jj	nn1	cc	mc
9	by	Ralph	Lauren	Black	Label	ii	np1	np1	jj	nn1
7	by	the	bright	lights	of	ii	at	jj	nn2	io
5	by	the	British	government	in	ii	at	jj	nn1	ii
8	by	the	British	government	to	ii	at	jj	nn1	to
7	c.	packed	dark	brown	sugar	rg	jj	jj	jj	nn1
6	c.	packed	light	brown	sugar	rg	jj	jj	jj	nn1
6	California	Test	of	Basic	Skills	np1	nn1	io	jj	nn2
11	came	as	a	big	surprise	vvd	ii	at1	jj	nn1
8	came	at	a	bad	time	vvd	ii	at1	jj	nnt1
6	came	from	a	broken	home	vvd	ii	at1	jj	nn1
5	came	to	the	big	leagues	vvd	ii	at	jj	nn2
7	can	be	a	bad	thing	vm	vbi	at1	jj	nn1
12	can	be	a	big	help	vm	vbi	at1	jj	nn1
9	can	be	a	big	problem	vm	vbi	at1	jj	nn1
6	can	be	bad	news	for	vm	vbi	jj	nn1	if
16	can	bet	your	bottom	dollar	vm	vvi	appge	jj	nnu1
33	can	have	a	big	impact	vm	vhi	at1	jj	nn1
134	can	make	a	big	difference	vm	vvi	at1	jj	nn1
5	can	make	a	big	impact	vm	vvi	at1	jj	nn1
6	can	play	a	big	role	vm	vvi	at1	jj	nn1
5	can	take	a	big	bite	vm	vvi	at1	jj	nn1
8	carcinoma	of	the	buccal	mucosa	nn1	io	at	jj	nn1
5	Carolina	Coalition	of	Black	Churches	np1	nn1	io	jj	nn2
9	caught	a	brief	glimpse	of	vvd	at1	jj	nn1	io
5	Cave	and	the	Bad	Seeds	np1	cc	at	jj	nn2
6	celebration	of	live	big	bucks	nn1	io	jj	jj	nn2
